Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlyCharges,MonthlyChargesToTotalChargesRatio
Male,No,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.0999984741211,5215.25,No,84.11693548387096,0.01650927538931424
Female,No,Yes,Yes,6,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.700000762939453,113.5,No,18.916666666666668,0.1735682886602595
Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9000015258789,1152.800048828125,No,82.34286063058036,0.07017695879534142
Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.1500015258789,1821.949951171875,No,82.81590687144886,0.04618677997809642
Male,No,Yes,Yes,22,Yes,No,No,,,,,,,One year,No,Mailed check,20.149999618530273,419.8999938964844,No,19.08636335893111,0.047987615888124405
Male,No,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,No,64.0,0.062744140625
Male,No,No,No,10,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),25.700000762939453,251.60000610351562,No,25.160000610351563,0.10214626446537413
Female,No,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.5499877929688,No,58.81153752253606,0.07324570125447984
Female,No,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4000015258789,1592.3499755859375,Yes,79.61749877929688,0.05174741909080518
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.69999694824219,135.1999969482422,No,67.5999984741211,0.5155325334432147
Male,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9000015258789,3958.25,No,74.68396226415095,0.01866986711952982
Female,No,Yes,Yes,11,Yes,No,No,,,,,,,One year,No,Mailed check,20.600000381469727,233.89999389648438,No,21.26363580877131,0.08807182949558578
Male,No,Yes,No,69,Yes,No,No,,,,,,,Two year,No,Mailed check,19.899999618530273,1363.449951171875,No,19.760144219882246,0.014595328271071756
Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9000015258789,273.0,Yes,68.25,0.25970696529625975
Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05000305175781,6254.4501953125,No,86.86736382378473,0.014237862685116238
Male,Yes,Yes,No,58,No,,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.29999923706055,2651.199951171875,Yes,45.710343985721984,0.017086602320220013
Female,No,Yes,Yes,16,Yes,No,No,,,,,,,Month-to-month,No,Electronic check,20.399999618530273,321.3999938964844,No,20.087499618530273,0.06347230866812228
Male,No,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,82.30813953488372,0.023804478349932896
Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4000015258789,242.8000030517578,Yes,121.4000015258789,0.4299835264154585
Male,No,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.94999694824219,1181.75,No,84.41071428571429,0.06934630585846599
Female,No,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.8499984741211,5000.2001953125,Yes,94.3433999115566,0.018969240184230903
Female,No,No,No,32,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),20.549999237060547,654.5499877929688,No,20.454687118530273,0.03139561472814575
Female,No,Yes,No,34,Yes,Yes,No,,,,,,,Month-to-month,No,Electronic check,24.700000762939453,780.2000122070312,No,22.94705918255974,0.031658549572523134
Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.44999694824219,1145.699951171875,Yes,76.37999674479167,0.0649821071145995
Female,Yes,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.44999694824219,503.6000061035156,Yes,71.94285801478794,0.15180698177459473
Female,No,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.3499984741211,1559.25,No,103.95,0.06756453325260292
Male,No,Yes,No,61,Yes,No,No,,,,,,,One year,Yes,Credit card (automatic),20.549999237060547,1252.0,No,20.524590163934427,0.01641373740979277
Female,No,No,No,1,No,,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.950000762939453,29.950000762939453,Yes,29.950000762939453,1.0
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.29999923706055,45.29999923706055,No,45.29999923706055,1.0
Male,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.6500244140625,Yes,82.83125305175781,0.12751829304574122
Male,No,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.300048828125,No,74.34242572206439,0.030469163376777353
Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.6500244140625,Yes,85.51154033954327,0.07129042257860943
Female,No,Yes,No,1,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.799999237060547,24.799999237060547,Yes,24.799999237060547,1.0
Male,No,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.79999923706055,1023.8499755859375,No,51.192498779296876,0.05059334909630291
Male,No,No,No,3,No,,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.399999618530273,82.1500015258789,No,27.383333841959637,0.3700547663283203
Female,No,No,No,13,Yes,No,No,,,,,,,One year,No,Electronic check,19.649999618530273,244.8000030517578,No,18.830769465519833,0.08026960528417842
Female,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.599998474121094,2379.10009765625,No,59.47750244140625,0.023790507398104056
Male,No,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9000015258789,3173.35009765625,No,73.79883948037791,0.022657443809613785
Male,No,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,88.5,0.1713747645951036
Female,No,Yes,Yes,69,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.75,1375.4000244140625,No,19.933333687160324,0.014359458811565563
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.69999694824219,8129.2998046875,No,112.90694173177083,0.013494396760344255
Male,No,Yes,Yes,59,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),19.299999237060547,1192.699951171875,No,20.215253409692796,0.016181772471858938
Female,No,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55000305175781,1901.6500244140625,No,95.08250122070312,0.05077169921500506
Male,No,Yes,Yes,24,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),24.100000381469727,587.4000244140625,No,24.475001017252605,0.041028259073549955
Male,No,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.3499984741211,6519.75,No,110.5042372881356,0.017078875489722933
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.64990234375,No,111.68958197699652,0.013958578322003869
Male,No,No,Yes,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.75,20.75,No,20.75,1.0
Female,No,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9000015258789,2681.14990234375,No,99.30184823495371,0.03800608143423915
Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05000305175781,1112.300048828125,No,79.45000348772321,0.07196799383052739
Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55000305175781,7405.5,No,104.30281690140845,0.014252920539026104
Male,No,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.30000305175781,1033.949951171875,No,79.53461162860577,0.0757290069630671
Male,No,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.8499984741211,2958.949951171875,No,67.24886252663352,0.02326838899280924
Female,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.94999694824219,2684.85009765625,No,81.35909386837122,0.02977819767965252
Male,No,Yes,Yes,72,No,,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45000076293945,4179.2001953125,No,58.04444715711806,0.013268089149003588
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9000015258789,79.9000015258789,Yes,79.9000015258789,1.0
Female,No,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.5999984741211,1934.449951171875,Yes,101.81315532483552,0.055106103111917486
Male,No,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.44999694824219,6654.10009765625,No,103.9703140258789,0.015396521760219354
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,42.25,0.5443786982248521
Female,No,No,No,1,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,25.25,1.0
Male,No,No,Yes,61,Yes,No,No,,,,,,,Two year,No,Mailed check,19.75,1124.199951171875,No,18.429507396260245,0.01756804915301094
Female,No,Yes,Yes,29,Yes,No,No,,,,,,,One year,No,Electronic check,20.0,540.0499877929688,No,18.622413372171337,0.03703360883634926
Male,Yes,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.80000305175781,1975.8499755859375,No,85.90652067764945,0.04393046239556589
Female,No,Yes,No,57,No,,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.449951171875,No,60.30613949424342,0.017091157932342053
Male,No,Yes,Yes,72,No,,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.800048828125,No,43.60833401150174,0.014411745746958875
Male,No,Yes,No,66,No,,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.599998474121094,3789.199951171875,No,57.41212047230113,0.014937189697951034
Male,No,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.19999694824219,5324.5,No,81.91538461538461,0.01581369085327114
Female,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.5999755859375,No,78.07499694824219,0.12808197746878228
Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1500015258789,268.3500061035156,Yes,67.0875015258789,0.2614123343780311
Female,No,Yes,No,71,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),24.75,1836.9000244140625,No,25.871831329775528,0.01347378718005886
Male,No,Yes,Yes,1,Yes,No,No,,,,,,,One year,Yes,Electronic check,20.200000762939453,20.200000762939453,No,20.200000762939453,1.0
Male,No,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.04999923706055,179.35000610351562,Yes,44.837501525878906,0.27906327033060224
Female,No,No,No,12,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),19.350000381469727,219.35000610351562,No,18.27916717529297,0.0882151805016959
Male,No,No,No,24,No,,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.599998474121094,1288.75,No,53.697916666666664,0.03926285041638882
Female,No,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.1500015258789,2545.75,No,82.12096774193549,0.031876657773103764
Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.20000076293945,55.20000076293945,Yes,55.20000076293945,1.0
Male,No,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9000015258789,2723.14990234375,No,90.77166341145833,0.033013240089539
Female,No,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.30000305175781,4107.25,No,87.38829787234043,0.02076815461726406
Male,No,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.64990234375,No,106.67870189525463,0.018747884671147894
Male,No,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No,94.95,0.01969457609268036
Male,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.5999984741211,84.5999984741211,Yes,84.5999984741211,1.0
Female,No,No,No,72,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.25,1566.9000244140625,No,21.762500339084202,0.012923606920979165
Female,No,No,No,29,Yes,Yes,No,,,,,,,Month-to-month,No,Electronic check,25.149999618530273,702.0,No,24.20689655172414,0.03582621028280666
Male,No,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.400001525878906,114.0999984741211,Yes,57.04999923706055,0.47677477873251084
Female,No,No,No,10,No,,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.600000381469727,299.04998779296875,No,29.904998779296875,0.09898010897750546
Male,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.1500015258789,1305.949951171875,No,72.55277506510417,0.056012867461144915
Female,Yes,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.300048828125,Yes,101.845458984375,0.08479871093406939
Male,No,No,No,16,Yes,No,No,,,,,,,Two year,No,Mailed check,19.75,284.3500061035156,No,17.771875381469727,0.06945665403928337
Female,No,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.5999984741211,6350.5,No,88.20138888888889,0.013636721277713738
Male,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.19999694824219,7878.2998046875,No,109.42083062065973,0.013860858263259977
Female,No,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.69999694824219,3187.64990234375,No,77.74755859375,0.023434191092728943
Female,Yes,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4000015258789,6126.14990234375,No,94.2484600360577,0.015409352208270848
Female,Yes,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.79999923706055,731.2999877929688,No,56.25384521484375,0.07493504738383018
Male,Yes,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3499984741211,273.3999938964844,No,68.3499984741211,0.2756035119102832
Male,No,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65.0,2531.800048828125,No,61.751220703125,0.025673433425394732
Male,Yes,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4000015258789,1074.300048828125,Yes,71.62000325520833,0.0692543964854478
Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.54999923706055,48.54999923706055,Yes,48.54999923706055,1.0
Male,No,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.0,4298.4501953125,No,102.34405226934524,0.02303155684064001
Female,No,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,4619.5498046875,No,90.57940793504902,0.020240067528901774
Female,No,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4000015258789,147.14999389648438,Yes,73.57499694824219,0.47842340771963066
Male,Yes,Yes,No,1,No,,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.20000076293945,40.20000076293945,Yes,40.20000076293945,1.0
Male,No,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.69999694824219,2633.300048828125,No,82.2906265258789,0.0317852107227547
Male,No,No,No,10,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.850000381469727,193.0500030517578,No,19.30500030517578,0.1028231031736779
Female,No,Yes,Yes,67,No,,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.54999923706055,4103.89990234375,No,61.25223734841418,0.014510587649336028
Female,No,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.0999984741211,7008.14990234375,No,114.88770331711065,0.016423735233692414
Male,No,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.3499984741211,5791.10009765625,No,115.822001953125,0.019745816260437348
Female,No,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.599998474121094,80.55000305175781,Yes,40.275001525878906,0.553693318241877
Female,Yes,Yes,No,29,No,,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.0,1228.6500244140625,No,42.36724222117457,0.036625563916348185
Male,Yes,No,No,3,No,,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.150001525878906,132.1999969482422,Yes,44.06666564941406,0.3112708205431321
Male,Yes,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.9000015258789,1364.300048828125,Yes,104.94615760216347,0.07835519878321591
Male,Yes,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.8499984741211,4925.35009765625,No,86.40965083607456,0.0182423577395801
Female,No,No,No,31,No,,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.849998474121094,1520.0999755859375,No,49.03548308341734,0.03279389466137313
Female,No,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.30000305175781,5032.25,No,111.82777777777778,0.02251478027756129
Female,No,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.0999984741211,5526.75,No,90.60245901639344,0.01594065200599287
Male,No,No,No,50,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),24.899999618530273,1195.25,No,23.905,0.02083246150891468
Female,Yes,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,No,105.64473684210526,0.05231037489102005
Male,No,No,No,59,Yes,No,No,,,,,,,Two year,No,Mailed check,19.350000381469727,1099.5999755859375,Yes,18.637287721795552,0.0175973088496649
Female,No,Yes,No,71,Yes,Yes,No,,,,,,,Two year,Yes,Credit card (automatic),24.25,1732.949951171875,No,24.407745791153168,0.013993479721443422
Female,Yes,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.44999694824219,1511.199951171875,Yes,94.44999694824219,0.0625
Male,No,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,59.75,3450.14990234375,No,60.52894565515351,0.01731808810956612
Male,No,No,No,1,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.799999237060547,24.799999237060547,Yes,24.799999237060547,1.0
Male,Yes,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.05000305175781,2172.050048828125,No,108.60250244140624,0.0492852377455639
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.5999984741211,70.5999984741211,Yes,70.5999984741211,1.0
Male,No,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.4000015258789,401.1000061035156,Yes,80.22000122070312,0.2129144857301222
Female,No,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.05000305175781,5624.85009765625,Yes,108.17019418569711,0.01867605380195462
Male,Yes,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.94999694824219,1339.800048828125,No,63.80000232514881,0.04847738063978399
Male,No,No,No,14,No,,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,771.9500122070312,No,55.13928658621652,0.07124813670609724
Female,No,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.54999923706055,244.75,No,48.95,0.2065372798245579
Female,No,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.150001525878906,322.8999938964844,No,53.81666564941406,0.17079592000103583
Female,No,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.20000076293945,498.25,No,49.825,0.1027596603370586
Female,No,No,Yes,1,Yes,Yes,No,,,,,,,Month-to-month,No,Mailed check,25.399999618530273,25.399999618530273,No,25.399999618530273,1.0
Female,No,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45000076293945,3687.75,No,54.231617647058826,0.014765100878025749
Male,No,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.1500015258789,1779.949951171875,Yes,98.8861083984375,0.053456560092172534
Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),76.0,1783.5999755859375,No,81.07272616299716,0.04261045135697142
